Time (h);U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Utot (V);J (A/cmｲ);I (A);TinH2 (ｰC);ToutH2 (ｰC);TinAIR (ｰC);ToutAIR (ｰC);TinWAT (ｰC);ToutWAT (ｰC);PinAIR (mbara);PoutAIR (mbara);PoutH2 (mbara);PinH2 (mbara);DinH2 (l/mn);DoutH2 (l/mn);DinAIR (l/mn);DoutAIR (l/mn);DWAT (l/mn);HrAIRFC (%)
893,735535;0,644;0,64;0,64;0,637;0,627;3,132;0,70139;70,139;29,112;39,176;45,341;51,317;53,793;55,449;1300,27;1268,634;1297,791;1284,686;4,796;2,126;23,038;21,139;2,065;52,094
893,7439236;0,645;0,64;0,639;0,637;0,627;3,132;0,70154;70,154;29,102;39,098;45,348;51,332;53,757;55,475;1300,043;1268,577;1294,312;1281,097;4,792;2,126;23,036;21,141;2,046;51,934
893,7523133;0,645;0,641;0,639;0,637;0,628;3,132;0,70134;70,134;29,098;38,946;45,374;51,299;53,763;55,449;1300,612;1268,634;1299,901;1286,679;4,796;2,046;23,036;21,065;2,066;52,118
893,7607028;0,645;0,641;0,638;0,637;0,628;3,133;0,70159;70,159;29,108;39,079;45,295;51,322;53,804;55,472;1301,124;1268,521;1304,635;1291,977;4,794;2,09;23,036;21,137;2,069;51,973
893,7690969;0,645;0,641;0,637;0,636;0,627;3,13;0,70154;70,154;29,11;39,23;45,154;51,125;53,492;55,086;1300,953;1267,553;1302,182;1289,527;4,794;2,193;23,038;21,065;2,065;52,906
893,7774828;0,645;0,641;0,638;0,638;0,628;3,133;0,70154;70,154;29,124;39,274;45,127;51,118;53,653;55,377;1301,124;1267,781;1296,479;1283,262;4,793;2,148;23,036;21,063;2,068;52,215
893,7858739;0,645;0,641;0,638;0,637;0,628;3,133;0,70149;70,149;29,108;39,328;45,116;51,237;53,669;55,375;1301,18;1268,919;1295,567;1282,92;4,795;2,046;23,036;21,141;2,068;52,208
893,7942619;0,645;0,641;0,639;0,637;0,627;3,132;0,70154;70,154;29,108;39,256;45,096;51,224;53,704;55,392;1299,986;1268,577;1301,099;1288,844;4,793;2,089;23,038;21,137;2,068;52,109
893,8026517;0,645;0,641;0,639;0,637;0,627;3,133;0,70154;70,154;29,112;39,124;45,085;51,236;53,766;55,439;1299,872;1267,667;1304,578;1292,204;4,794;2,09;23,036;21,099;2,071;51,99
893,8110411;0,645;0,641;0,639;0,637;0,628;3,133;0,70149;70,149;29,116;39,062;45,102;51,24;53,79;55,472;1300,043;1267,895;1303,266;1290,04;4,793;2,17;23,036;21,063;2,069;51,919
893,8194314;0,645;0,641;0,639;0,636;0,628;3,133;0,70144;70,144;29,127;39,173;45,09;51,267;53,823;55,476;1301,01;1268,407;1298,418;1285,369;4,793;2,127;23,036;21,139;2,081;51,896
893,8278206;0,645;0,64;0,639;0,637;0,627;3,132;0,70159;70,159;29,118;39,094;45,123;51,171;53,58;55,168;1299,531;1267,496;1295,396;1282,407;4,795;2,128;23,036;21,065;2,061;52,749
893,8362111;0,645;0,64;0,64;0,637;0,628;3,133;0,70149;70,149;29,102;39,057;45,113;51,134;53,714;55,408;1299,246;1266,7;1297,848;1285,426;4,794;2,046;23,036;21,061;2,065;52,069
893,8446008;0,645;0,64;0,639;0,637;0,628;3,134;0,70154;70,154;29,118;39,097;45,114;51,233;53,733;55,401;1299,474;1267,667;1302,41;1289,869;4,796;2,068;23,036;21,063;2,068;52,153
893,8529903;0,645;0,641;0,638;0,637;0,628;3,133;0,70159;70,159;29,125;38,988;45,136;51,249;53,784;55,455;1299,986;1267,951;1305,661;1292,546;4,794;2,081;23,036;21,137;2,069;52,074
893,8613794;0,645;0,642;0,639;0,637;0,628;3,133;0,70149;70,149;29,108;38,939;45,151;51,254;53,813;55,466;1298,905;1267,155;1300,015;1287,249;4,794;2,149;23,038;21,065;2,069;51,932
893,8697703;0,645;0,641;0,639;0,637;0,628;3,133;0,70149;70,149;29,122;38,953;45,157;51,31;53,818;55,489;1299,246;1267,667;1297,05;1283,433;4,794;2,128;23,038;21,065;2,039;51,956
893,8781606;0,645;0,641;0,64;0,636;0,628;3,133;0,70159;70,159;29,121;39,091;45,194;51,265;53,782;55,453;1299,588;1267,667;1294,426;1281,382;4,775;2,108;23,036;21,065;2,065;52,036
893,8865497;0,645;0,64;0,639;0,636;0,628;3,132;0,70159;70,159;29,102;39,005;45,287;51,246;53,267;55,431;1299,872;1267,724;1298,875;1285,426;4,816;2,068;23,038;21,067;2,05;52,089
893,8949392;0,645;0,641;0,639;0,637;0,628;3,133;0,70134;70,134;29,11;38,904;45,362;51,169;53,713;55,381;1301,124;1268,407;1301,783;1288,901;4,795;2,069;23,036;21,141;2,061;52,162
893,9033283;0,645;0,641;0,639;0,637;0,628;3,133;0,70149;70,149;29,105;39,085;45,431;51,165;53,698;55,416;1300,782;1268,008;1304,407;1291,293;4,793;2,089;23,036;21,105;2,067;52,217
893,9117186;0,645;0,641;0,639;0,637;0,628;3,133;0,70144;70,144;29,113;39,03;45,558;51,17;53,74;55,449;1299,872;1267,155;1303,437;1290,553;4,796;2,17;23,036;21,065;2,069;53,247
893,9201086;0,644;0,642;0,638;0,636;0,628;3,133;0,70164;70,164;29,13;38,955;45,727;51,305;53,793;55,463;1299,872;1267,667;1298,532;1284,914;4,795;2,148;23,036;21,065;2,069;53,208
893,9284981;0,644;0,642;0,639;0,636;0,628;3,132;0,70149;70,149;29,138;38,931;45,781;51,3;53,637;55,446;1298,791;1266,756;1295,396;1282,18;4,794;2,127;23,036;21,065;2,073;52,353
893,9368903;0,644;0,642;0,64;0,637;0,628;3,133;0,70149;70,149;29,118;39,018;45,909;51,291;53,779;55,446;1300,043;1268,293;1296,536;1283,091;4,794;2,063;23,036;21,139;2,078;52,283
893,9452783;0,644;0,641;0,64;0,637;0,628;3,133;0,70159;70,159;29,131;38,958;45,987;51,285;53,799;55,458;1300,043;1268,179;1300,015;1287,135;4,815;2,09;23,036;21,067;2,079;52,145
893,9536683;0,643;0,641;0,639;0,637;0,629;3,133;0,70149;70,149;29,116;39,405;46,084;51,298;53,819;55,477;1299,986;1267,667;1302,296;1290,04;4,794;2,09;23,034;21,065;2,08;52,147
893,9620592;0,644;0,642;0,64;0,636;0,628;3,133;0,70159;70,159;29,119;39,049;46,116;51,298;53,738;55,391;1300,498;1268,464;1304,521;1292,204;4,815;2,089;23,036;21,137;2,095;52,335
893,9704464;0,645;0,642;0,64;0,637;0,629;3,134;0,70159;70,159;29,113;38,976;46,124;51,273;53,77;55,449;1300,555;1268,748;1303,893;1291,122;4,793;2,171;23,036;21,139;2,095;52,149
893,9788375;0,643;0,642;0,639;0,637;0,628;3,134;0,70154;70,154;29,102;38,896;46,101;51,288;53,805;55,464;1299,872;1267,724;1298,704;1285,597;4,796;2,149;23,036;21,137;2,099;52,072
893,9872272;0,644;0,641;0,64;0,636;0,628;3,133;0,70149;70,149;29,113;39,143;46,113;51,302;53,784;55,472;1300,043;1267,667;1295,396;1282,692;4,793;2,127;23,036;21,099;2,072;52,179
893,9956167;0,643;0,642;0,641;0,636;0,628;3,133;0,70149;70,149;29,108;39,084;46,108;51,327;53,815;55,494;1301,294;1269,203;1297,449;1284,287;4,795;2,046;23,036;21,132;2,076;52,009
894,0040058;0,644;0,642;0,64;0,637;0,628;3,133;0,70154;70,154;29,102;38,983;46,127;51,315;53,673;55,273;1301,18;1270;1301,042;1288,217;4,8;2,068;23,036;21,137;2,095;52,551
894,0123953;0,644;0,642;0,64;0,636;0,628;3,134;0,70149;70,149;29,112;38,881;46,18;51,304;53,697;55,379;1300,156;1268,805;1303,494;1290,097;4,795;2,09;23,034;21,141;2,095;52,345
894,0207867;0,644;0,642;0,64;0,637;0,629;3,134;0,70154;70,154;29,116;40,009;46,218;51,264;53,713;55,345;1301,067;1268,748;1305,49;1292,831;4,795;2,134;23,034;21,141;2,094;52,336
894,0291758;0,644;0,641;0,64;0,637;0,628;3,134;0,70154;70,154;29,11;39,029;46,224;51,301;53,739;55,424;1300,441;1268,748;1298,989;1286,452;4,794;2,148;23,036;21,135;2,094;52,132
894,0375664;0,643;0,641;0,64;0,637;0,628;3,133;0,70149;70,149;29,116;39,17;46,171;51,288;53,802;55,458;1299,986;1267,61;1295,624;1282,977;4,794;2,128;23,036;21,065;2,095;52,073
894,0459547;0,644;0,642;0,64;0,637;0,628;3,133;0,70149;70,149;29,107;39,029;46,13;51,307;53,851;55,477;1299,986;1267,553;1296,422;1283,376;4,793;2,027;23,036;21,067;2,095;51,985
894,0543558;0,644;0,642;0,64;0,636;0,628;3,133;0,70159;70,159;29,118;38,981;46,104;51,334;53,7;55,359;1300,555;1268,236;1302,353;1289,983;4,795;2,068;23,036;21,065;2,061;52,305
894,0627344;0,644;0,642;0,641;0,637;0,629;3,136;0,70154;70,154;29,121;38,931;46,082;51,347;53,799;55,461;1300,498;1268,407;1305,718;1293,401;4,796;2,068;23,11;21,141;2,066;52,005
894,0711236;0,643;0,642;0,639;0,637;0,628;3,133;0,70154;70,154;29,121;39,426;46,094;51,346;53,799;55,472;1299,986;1267,667;1299,958;1286,679;4,793;2,148;23,034;21,141;2,067;52,023
894,0795142;0,643;0,642;0,639;0,637;0,628;3,133;0,70159;70,159;29,124;39,203;46,094;51,323;53,542;55,381;1300,953;1268,577;1295,795;1282,806;4,815;2,126;23,036;21,137;2,08;52,187
894,0879047;0,644;0,642;0,64;0,636;0,628;3,133;0,70129;70,129;29,118;39,42;46,127;51,275;53,786;55,43;1300,156;1268,008;1296,479;1283,205;4,793;2,026;23,036;21,069;2,083;52,118
894,0962936;0,644;0,642;0,64;0,637;0,628;3,134;0,70139;70,139;29,125;39,044;46,15;51,275;53,766;55,449;1300,384;1268,122;1302,525;1289,983;4,796;2,068;23,034;21,137;2,082;52,065
894,1046853;0,644;0,642;0,64;0,637;0,628;3,134;0,70139;70,139;29,125;39,138;46,172;51,318;53,829;55,503;1300,953;1268,577;1306,174;1293,457;4,795;2,068;23,038;21,067;2,023;51,871
894,113075;0,645;0,641;0,64;0,637;0,628;3,133;0,70144;70,144;29,116;39,826;46,166;51,192;53,689;55,327;1301,635;1268,805;1299,73;1286,622;4,796;2,148;23,036;21,137;2,065;52,406
894,1214636;0,644;0,641;0,639;0,636;0,628;3,132;0,70159;70,159;29,134;39,244;46,188;51,21;53,692;55,392;1299,758;1267,61;1295,453;1282,066;4,794;2,126;23,039;21,063;2,068;52,168
894,1298539;0,644;0,642;0,639;0,637;0,628;3,132;0,70144;70,144;29,118;39,158;46,146;51,173;53,729;55,432;1299,986;1267,269;1297,677;1284,401;4,795;2,026;23,093;21,065;2,069;52,091
894,1382431;0,644;0,642;0,639;0,637;0,628;3,133;0,70154;70,154;29,125;39,067;46,124;51,233;53,774;55,445;1301,01;1268,748;1303,38;1289,983;4,815;2,09;23,106;21,065;2,071;52,039
894,1466328;0,644;0,641;0,639;0,637;0,628;3,133;0,70144;70,144;29,122;38,965;46,101;51,283;53,785;55,465;1300,839;1268,634;1305,148;1292,261;4,794;2,148;23,036;21,135;2,072;51,96
894,1550406;0,645;0,641;0,639;0,636;0,628;3,133;0,70149;70,149;29,119;39,182;46,096;51,22;53,661;55,328;1299,986;1267,61;1298,989;1286,167;4,794;2,148;23,091;21,065;2,058;52,366
894,1634125;0,644;0,641;0,639;0,637;0,628;3,131;0,70154;70,154;29,124;39,079;46,136;51,106;53,739;55,43;1299,36;1266,756;1296,536;1283,376;4,794;2,126;23,034;21,065;2,061;52,126
894,1718028;0,644;0,642;0,639;0,636;0,628;3,133;0,70149;70,149;29,122;38,992;46,127;51,09;53,759;55,444;1299,986;1267,667;1295,624;1282,977;4,814;2,046;23,036;21,075;2,064;52,051
894,1801914;0,644;0,642;0,64;0,637;0,628;3,134;0,70159;70,159;29,116;38,937;46,137;51,25;53,802;55,485;1301,124;1268,805;1301,156;1287,989;4,794;2,068;23,036;21,139;2,065;51,995
894,18858;0,644;0,641;0,639;0,636;0,628;3,133;0,70144;70,144;29,119;39,174;46,124;51,224;53,655;55,335;1299,019;1266,813;1304,92;1292,318;4,794;2,068;23,036;21,065;2,069;52,28
894,19697;0,645;0,641;0,639;0,636;0,628;3,132;0,70134;70,134;29,113;38,99;46,099;51,257;53,751;55,454;1299,246;1266,927;1301,042;1287,932;4,793;2,171;22,967;21,067;2,069;52,061
894,20536;0,644;0,64;0,639;0,636;0,628;3,133;0,70154;70,154;29,105;38,895;46,067;51,241;53,758;55,491;1300,27;1267,667;1296,422;1283,205;4,795;2,128;23,038;21,139;2,069;51,893
894,2137497;0,644;0,641;0,639;0,636;0,628;3,133;0,70134;70,134;29,121;38,978;46,049;51,144;53,63;55,294;1299,758;1267,212;1294,426;1281,724;4,796;2,089;23,036;21,065;2,064;52,365
894,2221408;0,644;0,641;0,64;0,636;0,628;3,133;0,70149;70,149;29,124;38,901;46,081;51,169;53,672;55,378;1301,01;1267,838;1299,559;1286,508;4,795;2,068;23,036;21,063;2,065;53,078
894,2305292;0,645;0,641;0,64;0,636;0,628;3,133;0,70144;70,144;29,118;39,358;46,072;51,214;53,728;55,411;1300,213;1267,155;1302,525;1289,869;4,793;2,09;23,036;21,065;2,067;52,522
894,2389194;0,643;0,641;0,64;0,637;0,629;3,132;0,70144;70,144;29,115;38,909;46,085;51,248;53,771;55,445;1300,953;1267,951;1304,635;1291,806;4,793;2,09;23,036;21,096;2,067;52,247
894,2473103;0,644;0,641;0,639;0,636;0,628;3,132;0,70154;70,154;29,125;39,294;46,059;51,339;53,803;55,474;1299,701;1267,838;1302,296;1289,812;4,795;2,149;23,036;21,067;2,068;52,27
894,2557003;0,644;0,641;0,639;0,636;0,628;3,132;0,70144;70,144;29,124;39,064;46,079;51,343;53,777;55,48;1300,156;1267,951;1297,506;1284,458;4,796;2,128;23,036;21,135;2,041;52,174
894,2640892;0,645;0,64;0,64;0,636;0,629;3,131;0,70154;70,154;29,128;38,988;46,062;51,335;53,799;55,443;1300,156;1267,724;1294,655;1281,952;4,793;2,126;23,036;21,141;2,059;52,181
894,2724781;0,645;0,641;0,64;0,635;0,628;3,133;0,70154;70,154;29,138;39,173;46,107;51,335;53,835;55,458;1300,156;1267,724;1300,015;1287,705;4,794;2,027;23,036;21,139;2,062;52,176
894,28087;0,645;0,64;0,639;0,635;0,628;3,132;0,70149;70,149;29,122;39,017;46,102;51,242;53,559;55,2;1299,986;1267,61;1306,46;1293,514;4,793;2,089;23,038;21,065;2,057;52,834
894,2892592;0,645;0,641;0,64;0,637;0,628;3,133;0,70154;70,154;29,121;38,974;46,146;51,232;53,741;55,421;1301,692;1268,919;1300,015;1286,793;4,795;2,148;23,038;21,135;2,063;52,32
894,2976483;0,645;0,641;0,64;0,636;0,628;3,134;0,70149;70,149;29,124;38,889;46,156;51,284;53,745;55,413;1301,522;1268,805;1296,308;1283,319;4,796;2,128;23,036;21,139;2,065;52,278
894,3060375;0,645;0,641;0,64;0,636;0,628;3,133;0,70149;70,149;29,118;39,637;46,186;51,289;53,791;55,432;1301,18;1268,805;1294,54;1281,268;4,794;2,109;23,036;21,135;2,069;52,285
894,3144267;0,645;0,641;0,64;0,636;0,628;3,133;0,70159;70,159;29,139;38,973;46,194;51,303;53,79;55,488;1300,782;1267,553;1298,761;1285,369;4,794;2,088;23,038;21,103;2,051;52,147
894,3228178;0,645;0,642;0,639;0,636;0,628;3,133;0,70144;70,144;29,127;39,046;46,22;51,287;53,768;55,436;1301,124;1268,634;1300,985;1288,616;4,794;2,088;23,039;21,137;2,072;52,291
894,3312067;0,645;0,642;0,639;0,636;0,628;3,134;0,70154;70,154;29,112;39,105;46,191;51,33;53,797;55,465;1300,384;1268,008;1303,323;1290,553;4,794;2,089;23,034;21,139;2,072;52,25
894,3395964;0,645;0,642;0,639;0,636;0,628;3,133;0,70154;70,154;29,121;38,872;46,197;51,326;53,604;55,473;1300,27;1267,667;1304,692;1292,261;4,794;2,109;23,034;21,141;2,04;52,157
894,3479878;0,645;0,642;0,639;0,637;0,628;3,133;0,70149;70,149;29,121;38,982;46,195;51,371;53,734;55,411;1300,839;1269,147;1302,753;1289,869;4,795;2,149;23,036;21,137;2,058;52,345
894,3563767;0,645;0,641;0,639;0,636;0,627;3,131;0,70154;70,154;29,133;39,017;46,163;51,358;53,784;55,457;1300,27;1268,805;1298,818;1285,369;4,796;2,128;23,038;21,139;2,061;52,207
894,3647675;0,645;0,641;0,639;0,636;0,628;3,129;0,70159;70,159;29,136;38,941;46,14;51,372;53,809;55,485;1300,612;1268,805;1295,51;1283,148;4,794;2,126;23,036;21,141;2,032;52,158
894,3731572;0,644;0,641;0,639;0,636;0,628;3,131;0,70154;70,154;29,121;38,988;46,159;51,355;53,763;55,452;1299,758;1267,667;1295,852;1283,205;4,795;2,068;23,036;21,067;2,065;52,262
894,3815447;0,644;0,642;0,638;0,636;0,628;3,132;0,70144;70,144;29,128;39,055;46,185;51,348;53,83;55,486;1299,986;1267,439;1300,015;1287,192;4,814;2,089;23,036;21,065;2,05;52,119
894,389935;0,645;0,641;0,639;0,636;0,628;3,132;0,70149;70,149;29,141;39,149;46,157;51,341;53,719;55,369;1299,645;1267,61;1302,924;1290,837;4,794;2,09;23,036;21,067;2,062;52,38
894,398325;0,644;0,641;0,638;0,637;0,628;3,133;0,70159;70,159;29,125;39,048;46,101;51,323;53,805;55,464;1299,986;1267,724;1304,749;1292,318;4,795;2,088;23,039;21,141;2,066;52,175
894,406715;0,645;0,642;0,639;0,637;0,629;3,133;0,70149;70,149;29,107;39,043;46,087;51,339;53,818;55,477;1301,067;1268,691;1302,068;1289,755;4,793;2,149;23,032;21,065;2,068;52,059
894,415105;0,645;0,642;0,638;0,638;0,629;3,134;0,70144;70,144;29,119;38,981;46,11;51,343;53,81;55,457;1301,01;1268,35;1298,247;1285,426;4,795;2,128;23,034;21,065;2,077;52,087
894,4234975;0,645;0,642;0,637;0,637;0,628;3,133;0,70149;70,149;29,116;39,158;46,082;51,312;53,681;55,42;1299,986;1267,838;1295,738;1283,148;4,794;2,108;23,039;21,063;2,061;52,169
894,431885;0,644;0,641;0,638;0,637;0,628;3,134;0,70159;70,159;29,116;39,094;46,11;51,31;53,822;55,445;1300,213;1267,781;1296,479;1283,604;4,795;2,026;23,034;21,065;2,065;52,117
894,440275;0,645;0,641;0,639;0,636;0,628;3,133;0,70159;70,159;29,127;38,984;46,151;51,37;53,843;55,475;1299,929;1267,951;1301,555;1289,812;4,793;2,068;23,036;21,065;2,068;52,019
894,4486647;0,644;0,64;0,639;0,637;0,628;3,133;0,70149;70,149;29,141;38,887;46,195;51,307;53,697;55,341;1299,417;1267,439;1305,433;1293,344;4,796;2,068;23,036;21,065;2,063;52,467
894,4570539;0,644;0,641;0,638;0,638;0,628;3,132;0,70159;70,159;29,139;39,007;46,214;51,304;53,779;55,444;1299,076;1267,155;1300,985;1288,844;4,793;2,17;23,036;21,065;2,065;52,167
894,4654431;0,644;0,64;0,638;0,637;0,628;3,132;0,70149;70,149;29,128;38,892;46,212;51,317;53,807;55,502;1299,986;1267,724;1297,563;1284,287;4,795;2,106;23,036;21,071;2,038;52,028
894,4738336;0,645;0,64;0,637;0,637;0,628;3,132;0,70159;70,159;29,124;38,946;46,221;51,24;53,722;55,375;1301,124;1267,667;1295,453;1282,066;4,794;2,127;23,034;21,065;2,066;52,29
894,4822222;0,645;0,641;0,638;0,636;0,628;3,133;0,70154;70,154;29,127;39,853;46,247;51,254;53,76;55,433;1301,067;1267,838;1296,936;1284,173;4,794;2,046;23,038;21,067;2,068;52,182
894,4906117;0,644;0,641;0,639;0,637;0,628;3,133;0,70154;70,154;29,136;39,109;46,246;51,289;53,78;55,46;1300,327;1268,805;1300,529;1287,762;4,795;2,068;23,039;21,065;2,069;52,142
894,4990017;0,644;0,641;0,638;0,638;0,628;3,134;0,70159;70,159;29,112;38,97;46,244;51,3;53,814;55,497;1299,758;1267,667;1303,437;1291,122;4,794;2,087;23,036;21,092;2,022;51,922
894,5073928;0,644;0,64;0,638;0,638;0,628;3,13;0,70144;70,144;29,125;38,878;46,241;51,191;53,723;55,344;1299,701;1267,895;1305,718;1293,401;4,8;2,101;23,036;21,139;2,064;52,364
894,5157817;0,645;0,64;0,639;0,637;0,628;3,133;0,70149;70,149;29,142;39,047;46,264;51,216;53,716;55,407;1301,351;1268,862;1300,015;1286,907;4,793;2,148;23,036;21,135;2,066;52,219
894,5241728;0,645;0,641;0,639;0,637;0,628;3,133;0,70149;70,149;29,138;39,959;46,286;51,22;53,737;55,39;1300,896;1268,236;1295,567;1283,091;4,796;2,126;23,036;21,137;2,066;52,183
894,5325619;0,644;0,64;0,639;0,637;0,628;3,134;0,70159;70,159;29,142;38,987;46,275;51,195;53,774;55,454;1301,18;1268,748;1295,453;1282,464;4,793;2,089;23,036;21,139;2,069;52,042
894,5409511;0,645;0,641;0,639;0,638;0,629;3,133;0,70149;70,149;29,138;38,876;46,273;51,21;53,712;55,501;1301,408;1268,748;1298,875;1285,768;4,794;2,09;23,036;21,137;2,038;51,959
894,5493408;0,645;0,64;0,64;0,637;0,628;3,133;0,70154;70,154;29,113;39,076;46,255;51,283;53,717;55,379;1301,124;1268,805;1301,099;1288,901;4,794;2,089;23,036;21,139;2,065;52,288
894,5577303;0,645;0,64;0,639;0,637;0,629;3,133;0,70149;70,149;29,125;38,967;46,298;51,275;53,728;55,44;1299,758;1267,667;1302,296;1289,983;4,795;2,09;23,036;21,137;2,069;53,382
894,56612;0,645;0,64;0,64;0,636;0,628;3,133;0,70159;70,159;29,119;39,082;46,373;51,263;53,765;55,451;1300,782;1268,634;1303,095;1290,894;4,815;2,111;23,036;21,135;2,073;53,186
894,5745281;0,645;0,64;0,639;0,637;0,629;3,133;0,70154;70,154;29,119;39,018;46,414;51,288;53,811;55,482;1300,1;1268,236;1303,95;1291,578;4,795;2,089;23,036;21,137;2,074;52,335
894,5829086;0,645;0,64;0,639;0,637;0,628;3,133;0,70154;70,154;29,131;38,899;46,435;51,264;53,646;55,378;1301,124;1268,748;1305,205;1292,261;4,794;2,11;23,041;21,141;2,07;53,428
894,5912906;0,644;0,64;0,639;0,637;0,628;3,132;0,70149;70,149;29,13;38,84;46,478;51,301;53,762;55,448;1300,498;1268,293;1300,015;1287,477;4,793;2,138;23,036;21,135;2,077;53,113
894,5996786;0,645;0,641;0,639;0,637;0,629;3,133;0,70154;70,154;29,119;39,35;46,509;51,288;53,767;55,47;1300,896;1268,748;1296,651;1283,547;4,793;2,128;23,036;21,139;2,08;53,051
894,60807;0,645;0,641;0,639;0,636;0,629;3,132;0,70154;70,154;29,128;38,946;46,469;51,343;53,787;55,493;1301,522;1269,829;1294,369;1281,838;4,794;2,128;23,036;21,137;2,062;52,784
894,61646;0,645;0,64;0,638;0,636;0,629;3,132;0,70144;70,144;29,112;39,114;46,454;51,312;53,773;55,452;1301,124;1268,407;1299,616;1286,622;4,794;2,068;23,034;21,139;2,09;52,438
894,6248486;0,645;0,641;0,639;0,636;0,629;3,133;0,70154;70,154;29,119;38,957;46,458;51,284;53,804;55,477;1301,863;1268,805;1303,494;1290,78;4,795;2,068;23,034;21,137;2,091;52,24
894,6332378;0,645;0,64;0,639;0,637;0,629;3,133;0,70149;70,149;29,116;38,879;46,481;51,254;53,204;55,324;1301,124;1268,065;1305,832;1293,401;4,796;2,09;23,038;21,137;2,065;52,538
894,6416294;0,644;0,64;0,64;0,637;0,628;3,132;0,70149;70,149;29,102;38,848;46,48;51,295;53,709;55,347;1300,725;1268,521;1299,958;1286,679;4,794;2,149;23,036;21,139;2,073;52,435
894,6500186;0,645;0,639;0,639;0,638;0,628;3,131;0,70154;70,154;29,104;38,975;46,463;51,266;53,675;55,351;1300,327;1267,838;1296,194;1283,661;4,794;2,128;23,039;21,141;2,077;52,537
894,6584078;0,644;0,64;0,639;0,637;0,628;3,131;0,70144;70,144;29,107;38,949;46,486;51,264;53,74;55,378;1300,213;1267,724;1295,168;1282,578;4,794;2,068;23,041;21,069;2,077;52,389
894,6667975;0,644;0,64;0,639;0,638;0,629;3,133;0,70134;70,134;29,104;38,851;46,44;51,227;53,756;55,426;1301,18;1269,09;1299,331;1285,996;4,792;2,09;23,038;21,115;2,079;52,232
894,6751867;0,645;0,64;0,639;0,637;0,629;3,133;0,70154;70,154;29,116;38,95;46,465;51,238;53,809;55,477;1301,124;1268,691;1301,213;1288,901;4,795;2,089;23,032;21,141;2,08;52,121
894,6835814;0,644;0,64;0,639;0,637;0,628;3,131;0,70149;70,149;29,116;38,863;46,486;51,244;53,528;55,332;1300,043;1268,008;1303,494;1290,837;4,796;2,09;23,036;21,069;2,068;52,459
894,6919683;0,644;0,64;0,639;0,637;0,628;3,133;0,70159;70,159;29,119;39,282;46,518;51,262;53,732;55,388;1299,986;1267,838;1305,148;1292,489;4,795;2,11;23,036;21,069;2,071;52,33
894,7003567;0,644;0,64;0,64;0,637;0,628;3,132;0,70144;70,144;29,124;39,369;46,48;51,251;53,742;55,421;1300,953;1267,895;1301,783;1288,958;4,795;2,128;23,039;21,139;2,073;52,187
894,7087461;0,644;0,64;0,64;0,638;0,628;3,133;0,70154;70,154;29,107;38,967;46,477;51,258;53,799;55,49;1300,043;1268,008;1299,046;1286,053;4,793;2,126;23,036;21,065;2,074;52,094
894,7171361;0,644;0,64;0,64;0,637;0,628;3,132;0,70149;70,149;29,108;38,899;46,455;51,247;53,759;55,441;1299,986;1267,667;1296,422;1282,806;4,794;2,108;23,036;21,067;2,054;52,189
894,7255264;0,645;0,64;0,639;0,637;0,628;3,132;0,70149;70,149;29,119;38,799;46,48;51,269;53,825;55,463;1299,758;1266,586;1294,312;1280,927;4,816;2,11;23,036;21,065;2,062;52,155
894,7339164;0,644;0,64;0,639;0,637;0,628;3,133;0,70139;70,139;29,101;39,015;46,492;51,22;53,669;55,485;1300,555;1267,667;1298,532;1285,255;4,795;2,068;23,036;21,069;2,042;52,121
894,7423064;0,644;0,641;0,639;0,637;0,628;3,132;0,70154;70,154;29,11;38,869;46,481;51,327;53,788;55,447;1299,872;1267,781;1301,726;1288,616;4,812;2,068;23,041;20,997;2,068;53,079
894,7506961;0,644;0,641;0,639;0,637;0,628;3,133;0,70149;70,149;29,104;38,776;46,466;51,329;53,814;55,488;1299,189;1267,269;1304,521;1291,293;4,795;2,09;23,036;21,065;2,069;53,128
894,7590856;0,644;0,64;0,639;0,636;0,628;3,129;0,70149;70,149;29,108;38,887;46,492;51,285;53,531;55,257;1299,36;1267,212;1303,323;1290,325;4,794;2,149;23,036;21,063;2,05;53,678
894,7674744;0,643;0,64;0,639;0,637;0,628;3,132;0,70159;70,159;29,087;38,858;46,471;51,281;53,765;55,436;1300,27;1267,781;1299,901;1286,565;4,796;2,126;23,036;21,065;2,057;52,998
894,775865;0,643;0,64;0,638;0,637;0,629;3,131;0,70154;70,154;29,092;39,003;46,46;51,288;53,788;55,443;1300,384;1267,439;1297,62;1284,23;4,793;2,109;23,038;21,063;2,061;52,887
894,7842542;0,645;0,641;0,638;0,637;0,628;3,133;0,70154;70,154;29,107;38,916;46,452;51,3;53,805;55,473;1300,441;1267,667;1295,453;1282,066;4,795;2,126;23,036;21,137;2,064;52,789
894,7926439;0,644;0,64;0,638;0,637;0,628;3,128;0,70159;70,159;29,104;38,872;46,451;51,285;53,631;55,249;1299,929;1267,553;1295,339;1282,123;4,795;2,068;23,036;21,067;2,065;52,989
894,8010331;0,644;0,64;0,639;0,637;0,628;3,132;0,70154;70,154;29,098;38,904;46,44;51,335;53,737;55,404;1300,668;1268,008;1300,015;1286,907;4,795;2,088;23,036;21,065;2,066;52,388
